pid,meta_class,meta_town_code,meta_nbhd,meta_certified_est_bldg,meta_certified_est_land,meta_cdu,meta_deed_type,char_hd_sf,char_age,char_apts,char_ext_wall,char_roof_cnst,char_rooms,char_beds,char_bsmt,char_bsmt_fin,char_heat,char_oheat,char_air,char_frpl,char_attic_type,char_fbath,char_hbath,char_tp_plan,char_tp_dsgn,char_cnst_qlty,char_site,char_gar1_size,char_gar1_cnst,char_gar1_att,char_gar1_area,char_ot_impr,char_bldg_sf,char_repair_cnd,char_use,char_type_resd,char_attic_fnsh,char_renovation,char_porch,geo_property_city,geo_property_zip,geo_tract_pop,geo_white_perc,geo_black_perc,geo_asian_perc,geo_his_perc,geo_other_perc,geo_fips,geo_municipality,geo_ohare_noise,geo_floodplain,geo_fs_flood_factor,geo_fs_flood_risk_direction,geo_withinmr100,geo_withinmr101300,geo_school_elem_district,geo_school_hs_district,econ_tax_rate,econ_midincome,ind_large_home,ind_garage,ind_arms_length
60,205,71,71030,219940,59540,NA,W,4411,79,NA,2,1,6,3,1,3,1,5,1,1,3,1,0,NA,NA,2,2,1,2,2,2,0,1234,2,1,2,NA,NA,NA,CHICAGO,60646,6516,0.6887661141804788,0.00751995089011663,0.16574585635359115,0.11832412523020258,0.0392879066912216,14000,Chicago,0,0,1,0,0,0,SAUGANASH,TAFT HS,6.901516611295682,123818,FALSE,TRUE,TRUE
61,203,39,39132,74690,19330,AV,T,3866,122,NA,1,1,5,3,1,1,1,5,2,1,1,1,0,2,2,2,2,7,NA,NA,NA,0,1046,2,1,1,3,NA,NA,BLUE ISLAND,60406,5040,0.2625,0.18313492063492065,0.00357142857142857,0.49166666666666664,0.11825396825396824,06704,Blue Island,0,0,1,0,0,0,SCHOOL DISTRICT 130,COMMUNITY HIGH SCHOOL  218,15.452,47371,FALSE,FALSE,TRUE
62,234,37,37033,38730,20640,NA,W,5504,62,NA,3,1,9,3,3,1,1,5,1,0,3,2,1,NA,NA,2,2,3,1,2,2,0,1370,2,1,4,NA,NA,NA,DOLTON,60419,4578,0.05417212756662298,0.9159021406727827,0.00873743993010048,0.00677151594582787,0.02883355176933158,20292,Dolton,0,0,1,0,0,0,SCHOOL DISTRICT  149,THORNTON TOWNSHIP HIGH SCHOOL  205,25.009,46837,FALSE,TRUE,TRUE
63,205,71,71120,275640,59810,NA,W,4125,102,NA,1,1,6,3,1,1,1,5,1,0,3,3,1,2,2,2,2,3,1,2,2,0,2005,2,1,2,NA,NA,NA,CHICAGO,60641,4770,0.24276729559748428,0.01236897274633123,0.02054507337526205,0.6960167714884696,0.04339622641509434,14000,Chicago,0,0,1,0,0,0,SCAMMON,SCHURZ HS,6.917,55125,FALSE,TRUE,TRUE
64,211,77,77102,59350,36710,NA,T,3125,132,2,1,1,6,4,2,3,1,5,2,0,3,2,0,2,2,2,2,7,NA,NA,NA,0,1932,2,2,2,NA,NA,NA,CHICAGO,60624,1154,0.12218370883882149,0.8570190641247833,0,0.01039861351819757,0.02079722703639515,14000,Chicago,0,0,1,0,0,0,"WARD, L",ORR HS,6.89,14303,FALSE,FALSE,TRUE
65,295,38,38053,124850,40890,AV,O,1995,45,NA,1,2,6,4,1,3,1,5,1,0,3,2,1,NA,NA,2,2,1,1,1,2,0,1532,2,1,1,NA,NA,NA,WHEELING,60090,6477,0.5646132468735525,0,0.24903504708970203,0.11394163964798518,0.1176470588235294,81087,Wheeling,0,0,1,0,0,0,SCH DIST 21 WHEELING COMM CONSOLIDATED,ARLINGTON HTS TWNSHP H S 214,11.237,77006,FALSE,TRUE,TRUE
66,203,29,29080,224090,26040,NA,T,7440,65,NA,3,1,5,3,1,3,1,5,1,0,3,1,1,2,NA,2,2,3,1,2,2,0,1126,2,1,1,NA,NA,1,PALATINE,60067,6130,0.7768352365415987,0.00505709624796084,0.11745513866231648,0.06492659053833605,0.06737357259380097,57225,Palatine,0,0,1,0,0,0,SCHOOL DISTRICT C C  15,PALATINE TOWNSHIP HIGH SCHOOL  211,9.835,90685,FALSE,TRUE,TRUE
67,203,26,26030,194330,72500,NA,T,10000,68,NA,3,1,5,3,2,3,1,5,1,0,3,1,0,2,2,2,2,2,3,1,2,505,1134,2,1,1,NA,NA,NA,NORRIDGE,60706,3473,0.8704290238986467,0.00460696803915922,0.05211632594298877,0.06622516556291391,0.00978980708321336,53377,Norridge,0,0,1,0,0,0,SCHOOL DISTRICT  80,COMMUNITY HIGH SCHOOL  234,7.539,60000,FALSE,TRUE,TRUE
68,211,77,77152,692150,115250,AV,T,2533,129,2,2,2,16,8,1,2,1,5,1,2,2,2,0,2,2,2,2,7,NA,NA,NA,0,4113,2,2,2,1,NA,NA,CHICAGO,60647,2267,0.8081164534627261,0.01985002205558006,0.08557565063961182,0.06263784737538597,0.04764005293339215,14000,Chicago,0,0,9,0,0,0,PRITZKER,CLEMENTE HS,6.89,156389,FALSE,FALSE,TRUE
69,295,21,21084,227880,5800,NA,W,1160,22,NA,1,1,6,2,3,1,1,5,1,1,3,1,1,2,2,2,2,3,1,1,2,0,1296,2,1,2,NA,NA,NA,INDIAN HEAD PARK,60525,7653,0.773030184241474,0.00849340128054357,0.05370442963543708,0.13354240167254672,0.05880047040376323,37257,Indian Head Park,0,0,1,0,0,0,SCHOOL DISTRICT 107,LYONS TOWNSHIP HIGH SCHOOL  204,7.715,106317,FALSE,TRUE,TRUE
70,205,20,20070,244450,32620,NA,W,3955,80,NA,2,1,6,3,3,3,1,5,2,0,2,1,1,NA,NA,2,2,7,NA,NA,NA,0,1193,2,1,2,3,NA,NA,ELMWOOD PARK,60707,4125,0.7832727272727272,0.02327272727272727,0.06642424242424243,0.11272727272727272,0.0286060606060606,23724,Elmwood Park,0,0,1,0,0,0,SCHOOL DISTRICT UNIT  401,SCHOOL DISTRICT UNIT  401,10.001,80208,FALSE,FALSE,TRUE
71,203,72,72345,81040,33820,NA,W,6150,57,NA,2,1,5,3,4,3,1,5,1,0,1,2,1,NA,NA,2,2,4,2,2,2,0,1770,2,1,1,3,NA,NA,CHICAGO,60628,4644,0.01916451335055986,0.9541343669250646,0,0.01248923341946597,0.02842377260981912,14000,Chicago,0,0,1,0,0,0,OWENS,FENGER HS,6.908,44436,FALSE,TRUE,TRUE
72,211,20,20030,162960,40300,NA,W,6200,90,2,3,1,11,4,1,1,1,5,1,1,3,2,1,2,2,2,2,1,1,2,2,0,2389,2,2,2,NA,NA,NA,FRANKLIN PARK,60131,6452,0.5230936143831371,0,0.00526968381897086,0.4576875387476751,0.02789832610043397,27702,Franklin Park,0,0,1,0,0,0,SCHOOL DISTRICT  84,COMMUNITY HIGH SCHOOL  212,11.882,72011,FALSE,TRUE,TRUE
73,211,70,70100,64910,43090,NA,O,4309,94,NA,2,1,7,6,1,3,2,5,2,0,1,2,0,NA,NA,2,2,3,1,2,2,0,2592,2,2,2,3,NA,NA,CHICAGO,60617,1008,0.00694444444444444,0.7876984126984127,0,0.20535714285714285,0,14000,Chicago,0,0,1,0,0,0,MIRELES,BOWEN HS,6.908,38315,FALSE,TRUE,TRUE
74,234,13,13240,88980,21560,NA,W,7187,49,NA,1,1,5,3,3,1,1,5,2,0,3,1,1,2,NA,2,2,5,1,2,2,0,1066,2,1,4,NA,NA,NA,COUNTRY CLUB HILLS,60478,5257,0.0831272588929047,0.8889100247289329,0,0.0199733688415446,0.00798934753661784,16691,Country Club Hills,0,0,1,0,0,0,SCHOOL DISTRICT  144,COMMUNITY HIGH SCHOOL  228,24.62,48975,FALSE,TRUE,TRUE
75,208,28,28022,562510,66990,NA,W,14105,7,NA,3,1,9,5,1,3,1,5,1,1,2,4,1,2,1,2,2,5,3,1,1,0,3967,2,1,2,3,NA,NA,ORLAND PARK,60462,3951,0.7749936724879777,0.07263983801569222,0.0331561629967097,0.08605416350291066,0.05770690964312832,56640,Orland Park,0,0,1,0,0,0,SCHOOL DISTRICT  135,CONSOLIDATED HIGH SCHOOL  230,9.413,69342,TRUE,TRUE,TRUE
76,234,21,21111,178260,31490,NA,W,7874,54,NA,3,1,6,3,3,1,1,5,1,1,3,1,1,2,2,2,2,3,1,1,2,0,1070,2,1,4,NA,NA,NA,BRIDGEVIEW,60455,5841,0.7318952234206472,0.03561034069508646,0.01027221366204417,0.2222222222222222,0,08225,Bridgeview,0,0,1,0,0,0,SCHOOL DISTRICT  109,COMMUNITY HIGH SCHOOL  217,14.133,65016,FALSE,TRUE,TRUE
77,203,38,38022,137040,38500,NA,W,7700,62,NA,1,1,6,4,2,3,1,5,1,0,3,1,0,2,2,2,2,4,1,1,2,0,1476,2,1,1,3,NA,NA,WHEELING,60090,6665,0.31972993248312076,0.0649662415603901,0.1603900975243811,0.4459114778694674,0.01800450112528132,81087,Wheeling,0,0,6,1,0,0,SCH DIST 21 WHEELING COMM CONSOLIDATED,ARLINGTON HTS TWNSHP H S 214,11.237,56698,FALSE,TRUE,TRUE
78,295,35,35080,147880,20580,NA,W,1830,31,NA,1,1,4,2,2,3,1,5,1,1,3,2,1,2,2,2,2,1,1,1,2,0,1065,3,1,2,NA,NA,1,SCHAUMBURG,60193,5837,0.6153846153846154,0.03135172177488436,0.19307863628576324,0.13996916224087716,0.0342641768031523,68003,Schaumburg,0,0,1,0,0,0,SCHOOL DISTRICT C C 54,PALATINE TOWNSHIP HIGH SCHOOL  211,9.192,81118,FALSE,TRUE,TRUE
79,211,77,77102,101990,36660,NA,W,3120,112,2,2,1,10,4,1,3,1,5,2,0,3,2,0,2,2,2,2,7,NA,NA,NA,0,2252,2,2,2,NA,NA,NA,CHICAGO,60624,1316,0,0.9908814589665652,0.00911854103343465,0,0,14000,Chicago,0,0,1,0,0,0,FARADAY,MARSHALL HS,6.913,24340,FALSE,FALSE,TRUE
80,206,73,73031,417680,191630,NA,W,4166,116,NA,2,2,8,4,1,1,2,5,1,0,3,3,0,2,2,2,2,5,1,2,2,0,3078,2,1,2,NA,1,NA,CHICAGO,60640,4392,0.7165300546448088,0.03847905282331512,0.0906193078324226,0.13934426229508196,0.03005464480874316,14000,Chicago,0,0,1,0,0,1,PEIRCE,SENN HS,6.89,90288,FALSE,TRUE,TRUE
81,203,20,20050,128890,29100,NA,W,8316,66,NA,1,1,6,4,2,3,1,5,2,0,1,1,0,2,NA,2,2,2,1,2,2,0,1278,2,1,5,1,NA,NA,MELROSE PARK,60164,4749,0.4274584122973258,0.02632133080648557,0.03874499894714676,0.4990524320909665,0.01389766266582438,NA,NA,0,0,1,0,0,0,SCHOOL DISTRICT  83,COMMUNITY HIGH SCHOOL  212,11.119,50663,FALSE,TRUE,TRUE
82,203,34,34020,210000,106720,NA,W,12197,97,NA,3,1,6,3,1,3,1,2,1,0,1,1,0,NA,NA,2,2,3,1,2,2,0,1323,2,1,1,3,NA,1,RIVERSIDE,60546,3616,0.8426438053097345,0.01161504424778761,0.00995575221238938,0.12997787610619468,0.01161504424778761,64421,Riverside,0,0,1,0,0,0,SCHOOL DISTRICT 96,RIVERSIDE BROOKFIELD HIGH SCHOOL 208,12.07,125486,FALSE,TRUE,TRUE
83,203,71,71081,267720,68510,NA,W,4725,112,NA,1,1,5,3,1,3,1,2,2,0,3,1,0,2,2,2,2,7,NA,NA,NA,0,1146,2,1,1,3,NA,1,CHICAGO,60625,6162,0.25543654657578707,0.03099642973060694,0.04868549172346641,0.6364816617981175,0.05679974034404414,14000,Chicago,0,0,3,1,0,0,HAUGAN,ROOSEVELT HS,6.901516611295682,58824,FALSE,FALSE,TRUE
84,203,72,72282,49260,31180,NA,W,4158,104,NA,2,1,6,3,1,3,1,5,2,1,3,1,0,NA,NA,2,2,3,1,2,2,0,1220,2,1,1,NA,NA,1,CHICAGO,60620,2559,0,0.970691676436108,0,0.02305588120359515,0.01016021883548261,14000,Chicago,0,0,1,0,0,0,RYDER,HARLAN HS,6.908,47022,FALSE,TRUE,TRUE
85,203,31,31060,139700,29920,NA,W,6300,93,NA,4,1,6,4,1,1,2,5,2,1,3,2,0,NA,NA,2,2,1,1,1,2,0,1513,2,1,1,NA,NA,NA,MAYWOOD,60153,4671,0.01305930207664311,0.6636694497966175,0.00385356454720616,0.2980089916506101,0.04281738385784629,47774,Maywood,0,0,1,0,0,0,SCHOOL DISTRICT 89,PROVISO TOWNSHIP HIGH SCHOOL 209,21.667,50167,FALSE,TRUE,TRUE
86,211,72,72120,55780,20310,NA,W,3125,108,2,2,2,10,4,1,3,1,5,2,0,3,2,0,2,2,2,2,7,NA,NA,NA,0,1776,2,2,2,NA,NA,1,CHICAGO,60636,1126,0.01509769094138543,0.7300177619893428,0.00355239786856127,0.2246891651865009,0.02664298401420959,14000,Chicago,0,0,3,0,0,0,HENDERSON,HOPE HS,6.873317191283292,20938,FALSE,FALSE,TRUE
87,295,28,28100,227160,24280,NA,W,2208,7,NA,3,1,5,2,3,1,1,5,1,0,3,2,0,2,2,2,2,3,2,1,2,0,1274,2,1,1,NA,NA,NA,ORLAND PARK,60462,5109,0.830886670581327,0.04952045410060677,0.08064200430612645,0.02446662752006263,0.02896848698375416,56640,Orland Park,0,0,1,0,0,0,SCHOOL DISTRICT  135,CONSOLIDATED HIGH SCHOOL  230,9.413,104861,FALSE,TRUE,TRUE
88,202,72,72350,131330,37800,NA,O,3780,67,NA,1,1,4,2,2,3,1,5,2,0,3,1,0,NA,NA,2,2,7,NA,NA,NA,0,895,2,1,1,NA,NA,NA,CHICAGO,60638,3145,0.30842607313195547,0.00985691573926868,0.0273449920508744,0.6349761526232115,0.03879173290937997,14000,Chicago,0,0,6,0,0,0,TWAIN,KENNEDY HS,6.934,51034,FALSE,FALSE,TRUE
89,207,35,35090,214500,64540,NA,W,8606,46,NA,3,1,7,3,4,3,1,5,1,0,3,2,1,2,2,2,2,3,2,1,2,0,1866,2,1,2,NA,NA,NA,ELK GROVE VILLAGE,60007,7151,0.733463851209621,0.0146832610823661,0.15102782827576564,0.08152705915256607,0.03859600055936232,23256,Elk Grove Village,0,0,1,0,1,0,SCHOOL DISTRICT C C 54,PALATINE TOWNSHIP HIGH SCHOOL  211,9.575,104968,FALSE,TRUE,TRUE
90,295,38,38023,152510,41790,GD,W,2039,46,NA,1,1,6,3,1,3,1,5,1,0,3,2,1,2,NA,2,2,1,1,1,2,0,1684,2,1,2,NA,NA,NA,WHEELING,60090,6665,0.31972993248312076,0.0649662415603901,0.1603900975243811,0.4459114778694674,0.01800450112528132,81087,Wheeling,0,0,1,0,0,0,SCH DIST 21 WHEELING COMM CONSOLIDATED,ARLINGTON HTS TWNSHP H S 214,11.237,56698,FALSE,TRUE,TRUE
91,211,77,77102,87370,18330,NA,W,1560,132,2,1,1,5,3,2,3,1,5,2,0,3,2,0,2,2,2,2,7,NA,NA,NA,0,1680,2,2,2,NA,NA,NA,CHICAGO,60612,1950,0.0835897435897436,0.8246153846153846,0,0.04974358974358974,0.0841025641025641,14000,Chicago,0,0,1,0,0,0,CATHER,MARSHALL HS,6.913,26538,FALSE,FALSE,TRUE
92,211,22,22085,473260,81370,NA,W,9042,30,3,2,1,18,5,1,2,1,5,1,0,3,3,0,2,NA,2,2,3,2,1,2,0,4060,2,2,2,NA,NA,NA,NILES,60714,7226,0.4702463326875173,0.01992803764184888,0.25989482424577914,0.22792693052864657,0.03584278992526986,53000,Niles,0,0,1,0,0,0,SCHOOL DISTRICT  63,MAINE TOWNSHIP HIGH SCHOOL  207,8.007443298969072,47274,FALSE,TRUE,TRUE
93,203,31,31104,173650,42520,NA,W,7087,69,NA,2,1,5,2,1,3,1,5,1,0,3,1,0,2,NA,2,2,1,1,2,2,0,1053,2,1,1,NA,NA,NA,WESTCHESTER,60154,3151,0.5541098064106633,0.170739447794351,0.0266582037448429,0.17454776261504285,0.08886067914947636,80047,Westchester,0,0,1,0,0,0,SCHOOL DISTRICT 92 1/2,PROVISO TOWNSHIP HIGH SCHOOL 209,9.688,63243,FALSE,TRUE,TRUE
94,204,32,32200,105270,54370,NA,O,14499,57,NA,2,1,7,3,3,3,1,5,2,1,3,2,0,2,NA,2,2,3,2,1,1,0,1893,2,1,1,NA,NA,NA,OLYMPIA FIELDS,60461,6900,0.06971014492753623,0.8339130434782609,0.02405797101449275,0.04985507246376811,0.04492753623188406,55938,Olympia Fields,0,0,1,0,0,0,SCHOOL DISTRICT 162,RICH TOWNSHIP HIGH SCHOOL  227,17.971,85750,FALSE,TRUE,TRUE
95,278,38,38040,301590,72500,NA,W,11600,36,NA,1,1,8,4,3,3,1,5,1,1,3,2,1,2,NA,2,2,3,1,1,2,192,2412,2,1,2,NA,NA,1,ARLINGTON HEIGHTS,60004,6259,0.6940405815625499,0.00511263780156574,0.12430100655056718,0.14794695638280875,0.05719763540501677,02154,Arlington Heights,0,0,1,0,0,0,SCHOOL DISTRICT 25,ARLINGTON HTS TWNSHP H S 214,9.004,90799,FALSE,TRUE,TRUE
96,202,72,72192,92250,30110,NA,W,4633,68,NA,2,1,6,3,4,3,1,5,2,0,2,1,0,NA,NA,2,2,2,1,2,2,0,998,2,1,1,3,NA,NA,CHICAGO,60652,6389,0.1774925653466896,0.11958052903427768,0.01314759743308812,0.6850837376741274,0.00735639380184692,14000,Chicago,0,0,1,0,0,0,STEVENSON,BOGAN HS,6.949,67765,FALSE,TRUE,TRUE
97,206,77,77013,170700,63750,NA,W,7500,137,NA,3,1,7,4,1,3,1,5,1,0,2,2,0,2,2,2,2,3,1,2,2,0,2592,2,1,2,1,NA,NA,CHICAGO,60644,3951,0.0683371298405467,0.8585168311819793,0,0.05416350291065553,0.03239686155403695,14000,Chicago,0,0,1,0,0,0,ELLINGTON,AUSTIN CCA HS,6.89,30196,FALSE,TRUE,TRUE
98,202,72,72422,138730,48260,NA,W,5080,75,NA,1,1,3,2,2,3,1,5,2,0,3,1,0,NA,NA,2,2,7,NA,NA,NA,0,762,2,1,1,NA,NA,NA,CHICAGO,60655,6661,0.8683380873742681,0.01095931541810539,0.02402041735475154,0.09488064855126858,0.00360306260321273,14000,Chicago,0,0,1,0,0,0,MOUNT GREENWOOD,MORGAN PARK HS,6.908,100361,FALSE,FALSE,TRUE
99,295,25,25140,539710,18070,NA,W,1506,2,NA,3,1,7,3,2,3,1,5,1,0,3,2,1,2,2,2,2,3,3,1,1,0,2678,2,1,3,NA,NA,NA,NA,NA,4792,0.8950333889816361,0.01898998330550918,0.03005008347245409,0.04653589315525876,0.0187813021702838,29938,Glenview,0,0,6,1,1,0,SCHOOL DISTRICT C C 34,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,7.153,113750,FALSE,TRUE,TRUE
100,203,72,72423,168920,35070,NA,W,3692,65,NA,1,1,5,3,2,3,1,5,2,0,3,1,0,NA,NA,2,2,1,1,2,2,0,1400,2,1,1,NA,NA,NA,CHICAGO,60655,3032,0.6101583113456465,0.3308047493403694,0,0.05903693931398417,0,14000,Chicago,0,0,1,0,0,0,CLISSOLD,MORGAN PARK HS,6.908,88224,FALSE,TRUE,TRUE
101,278,37,37190,159450,51060,NA,W,10750,28,NA,3,1,8,4,1,3,1,5,1,1,3,2,1,2,NA,2,2,4,2,1,1,0,2409,2,1,2,NA,NA,NA,LANSING,60438,4549,0.38162233457902833,0.4829632886348648,0.02857770938667839,0.09474609804352604,0.02418113871180479,42028,Lansing,0,0,1,0,0,0,SCHOOL DISTRICT 158,THORNTON TWP FRACTIONAL HIGH SCHOOL 215,19.524,59935,FALSE,TRUE,TRUE
102,203,24,24031,222280,44640,NA,T,5580,66,NA,2,1,6,3,3,1,1,5,2,1,2,2,0,NA,NA,2,2,3,2,2,2,0,1227,2,1,1,3,NA,NA,MORTON GROVE,60053,3977,0.6009554940910233,0.01458385717877797,0.27935629871762635,0.09127483027407592,0.02413879808901181,50647,Morton Grove,0,0,2,1,0,0,SCHOOL DISTRICT 70,COMMUNITY HIGH SCHOOL  219,9.602,94471,FALSE,TRUE,TRUE
103,205,72,72282,151500,32780,NA,W,4371,68,NA,2,1,5,3,1,1,1,5,1,1,3,2,1,NA,NA,2,2,3,1,2,2,0,1617,2,1,2,NA,NA,NA,CHICAGO,60620,5708,0.01103714085494043,0.9800280308339172,0.00420462508759635,0.0047302032235459,0,14000,Chicago,0,0,1,0,0,0,FORT DEARBORN,HARLAN HS,6.908,27500,FALSE,TRUE,TRUE
104,211,70,70080,127850,29700,NA,W,3300,97,3,2,2,18,6,1,3,2,5,2,0,3,3,0,2,NA,2,2,5,2,2,2,0,4476,2,2,3,NA,NA,NA,CHICAGO,60649,4249,0.0037655919039774,0.9757590021181456,0,0.0115321252059308,0.01788656154389268,14000,Chicago,0,0,1,0,0,0,MANN,CHICAGO VOCATIONAL HS,6.88386464826358,47727,FALSE,TRUE,TRUE
105,211,71,71070,311870,56440,NA,W,3528,91,2,2,1,11,5,1,1,2,5,2,0,3,3,0,NA,NA,2,2,3,1,2,2,0,2880,2,2,2,NA,NA,NA,CHICAGO,60618,4909,0.33204318598492566,0.01629659808514972,0.10939091464656751,0.5198614789162762,0.04481564473416175,14000,Chicago,0,0,5,1,0,0,CLEVELAND,SCHURZ HS,6.901516611295682,60409,FALSE,TRUE,TRUE
106,211,77,77013,216020,41140,NA,W,4840,107,6,2,2,36,18,1,3,2,5,2,0,3,6,0,2,NA,2,2,1,1,2,2,0,7362,3,2,3,NA,NA,NA,CHICAGO,60644,3951,0.0683371298405467,0.8585168311819793,0,0.05416350291065553,0.03239686155403695,14000,Chicago,0,0,1,0,0,0,BRUNSON,AUSTIN CCA HS,6.89,30196,FALSE,TRUE,TRUE
107,295,29,29090,215590,34200,NA,W,2534,22,NA,1,1,6,3,1,3,1,5,1,0,3,2,1,2,1,2,2,3,1,1,2,0,1788,2,1,2,NA,NA,NA,ROLLING MEADOWS,60008,2817,0.7309194178203763,0.04756833510827121,0.10898118565850196,0.06673766418175364,0.09158679446219382,65338,Rolling Meadows,0,0,1,0,0,0,SCHOOL DISTRICT C C  15,PALATINE TOWNSHIP HIGH SCHOOL  211,10.37,110833,FALSE,TRUE,TRUE
108,207,13,13080,140690,22140,NA,T,7380,30,NA,3,1,6,3,3,3,1,5,1,1,3,2,1,2,NA,2,2,3,1,1,2,0,1744,2,1,2,NA,NA,NA,MIDLOTHIAN,60445,6335,0.7818468823993686,0.03630623520126282,0.04972375690607734,0.1292817679558011,0.00568271507498026,48892,Midlothian,0,0,1,0,0,0,SCHOOL DISTRICT  142,COMMUNITY HIGH SCHOOL  228,14.929,61461,FALSE,TRUE,TRUE
109,206,21,21071,572440,72460,NA,W,9350,63,NA,2,1,8,4,1,3,1,5,1,0,3,3,1,2,2,2,2,5,1,2,2,0,2928,2,1,2,NA,NA,NA,WESTERN SPRINGS,60558,3362,0.9637120761451516,0,0.00951814396192742,0.02676977989292088,0,80242,Western Springs,0,0,6,1,0,0,SCHOOL DISTRICT  101,LYONS TOWNSHIP HIGH SCHOOL  204,7.9,179338,FALSE,TRUE,TRUE
110,202,37,37092,53250,30930,NA,W,6875,62,NA,2,1,5,2,4,3,1,5,2,0,3,1,1,NA,NA,2,2,7,NA,NA,NA,0,965,2,1,1,NA,NA,NA,SOUTH HOLLAND,60473,3439,0.10700785111951149,0.8517010758941552,0.00261703983716196,0.03867403314917127,0,70850,South Holland,0,0,1,0,0,0,SCHOOL DISTRICT  151,THORNTON TOWNSHIP HIGH SCHOOL  205,20.024,67319,FALSE,FALSE,TRUE
111,203,38,38031,217200,54190,NA,W,9425,52,NA,3,1,7,4,3,3,1,5,1,0,3,2,0,NA,NA,2,2,3,1,1,2,0,1232,2,1,1,NA,NA,NA,ARLINGTON HEIGHTS,60004,2553,0.8433215824520173,0.01919310614962788,0.09244026635330985,0.03486094790442616,0.02036819428123775,02154,Arlington Heights,0,0,6,1,0,0,SCH DIST 21 WHEELING COMM CONSOLIDATED,ARLINGTON HTS TWNSHP H S 214,10.449,67222,FALSE,TRUE,TRUE
112,278,28,28100,334530,72800,NA,T,11200,31,NA,3,1,8,4,1,3,1,5,1,1,3,2,1,2,1,2,2,5,2,1,1,0,3335,2,1,2,NA,NA,NA,ORLAND PARK,60467,8884,0.8615488518685277,0.01260693381359747,0.04558757316524088,0.05571814497973886,0.04907699234579019,56640,Orland Park,0,0,1,0,0,0,SCHOOL DISTRICT  135,CONSOLIDATED HIGH SCHOOL  230,9.413,105942,FALSE,TRUE,TRUE
113,278,77,77170,870720,109200,NA,W,2400,15,NA,2,2,8,4,1,3,1,5,1,0,3,2,1,2,2,2,2,3,2,2,2,0,2364,2,1,2,NA,NA,NA,CHICAGO,60647,3289,0.7506840985101855,0.01185770750988142,0.02493159014898145,0.1465491030708422,0.1295226512617817,14000,Chicago,0,0,8,0,0,0,PULASKI,WELLS HS,6.915,106840,FALSE,TRUE,TRUE
114,278,73,73081,1130550,175000,NA,W,3125,3,NA,1,1,10,5,1,1,1,5,1,0,3,4,1,2,2,2,2,3,1,2,2,0,3107,2,1,2,NA,NA,NA,CHICAGO,60657,2826,0.8308563340410474,0.03078556263269639,0.04033970276008492,0.06546355272469923,0.06510969568294409,14000,Chicago,0,0,3,1,0,0,JAHN,LAKE VIEW HS,6.89,178750,FALSE,TRUE,TRUE
115,211,77,77091,118490,36710,NA,W,3125,12,3,2,1,12,6,2,3,1,5,1,0,3,3,3,2,2,2,2,7,NA,NA,NA,0,3271,2,2,3,NA,NA,NA,CHICAGO,60608,1972,0.09178498985801216,0.6069979716024341,0.00608519269776876,0.2936105476673428,0.00304259634888438,14000,Chicago,0,0,1,0,0,0,CHALMERS,MANLEY HS,6.913,47321,FALSE,FALSE,TRUE
116,211,70,70080,62890,89100,NA,W,9900,104,6,2,2,27,9,1,3,2,5,2,0,3,6,0,2,NA,2,2,6,2,2,2,0,6690,2,2,3,NA,NA,NA,CHICAGO,60649,6979,0.07078377991116205,0.8856569709127382,0.00300902708124373,0.01131967330563117,0.05731480154749964,14000,Chicago,0,0,1,0,0,0,POWELL,CHICAGO VOCATIONAL HS,6.88386464826358,28952,FALSE,TRUE,TRUE
117,202,71,71180,110240,45670,NA,W,3150,128,NA,1,1,4,2,2,3,1,5,2,0,3,1,0,NA,NA,2,2,1,1,2,2,0,924,2,1,1,NA,NA,NA,CHICAGO,60639,3746,0.0811532301121196,0.03310197544046983,0.00854244527495995,0.8731980779498132,0.00400427122263748,14000,Chicago,0,0,1,0,0,0,NIXON,KELVYN PARK HS,6.915,42109,FALSE,TRUE,TRUE
118,203,71,71082,246490,68750,NA,W,3125,24,NA,2,1,5,3,1,3,1,5,2,0,3,1,1,2,2,2,2,3,1,2,2,0,1200,2,1,1,NA,NA,NA,CHICAGO,60618,6191,0.4354708447746729,0.03311258278145695,0.10418349216604748,0.4136649975771281,0.02713616540138911,14000,Chicago,0,0,6,1,0,0,CLEVELAND,SCHURZ HS,6.901516611295682,79671,FALSE,TRUE,TRUE
119,203,71,71440,235570,68260,NA,O,5461,79,NA,2,1,7,4,1,1,1,5,1,0,1,2,0,2,NA,2,2,3,1,2,2,0,1580,2,1,5,1,NA,1,CHICAGO,60631,6186,0.8013255738764953,0.00695118008406078,0.05124474620109925,0.10168121564823795,0.05690268347882315,14000,Chicago,0,0,1,0,0,0,EDISON PARK,TAFT HS,6.884772382397572,83197,FALSE,TRUE,TRUE
120,211,71,71210,149810,39270,NA,W,3570,99,3,2,1,15,6,1,1,1,5,2,0,3,3,0,2,2,2,2,3,1,2,2,0,2394,2,2,2,NA,NA,1,CHICAGO,60639,4963,0.00463429377392706,0.7890388877694943,0,0.19605077574047955,0.01027604271609913,14000,Chicago,0,0,1,0,0,0,YOUNG,STEINMETZ COLLEGE PREP HS,6.884772382397572,45479,FALSE,TRUE,TRUE
